"Date and time","SMV340200 - Total CPU Power (W, Total over last 15 min) (W)","SMV340201 - Total CPU Power (W, Total over last 15 min) (W)","SMV340202 - Total CPU Power (W, Total over last 15 min) (W)","SMV340203 - Total CPU Power (W, Total over last 15 min) (W)","SMV340204 - Total CPU Power (W, Total over last 15 min) (W)","SMV340205 - Total CPU Power (W, Total over last 15 min) (W)","SMV340206 - Total CPU Power (W, Total over last 15 min) (W)","SMV340207 - Total CPU Power (W, Total over last 15 min) (W)","SMV340208 - Total CPU Power (W, Total over last 15 min) (W)","SMV340209 - Total CPU Power (W, Total over last 15 min) (W)","SMV340210 - Total CPU Power (W, Total over last 15 min) (W)","SMV340211 - Total CPU Power (W, Total over last 15 min) (W)","SMV340212 - Total CPU Power (W, Total over last 15 min) (W)","SMV340213 - Total CPU Power (W, Total over last 15 min) (W)","SMV340230 - Total CPU Power (W, Total over last 15 min) (W)","SMV340232 - Total CPU Power (W, Total over last 15 min) (W)","SMV340233 - Total CPU Power (W, Total over last 15 min) (W)","SMV340234 - Total CPU Power (W, Total over last 15 min) (W)","SMV340262 - Total CPU Power (W, Total over last 15 min) (W)","SMV340263 - Total CPU Power (W, Total over last 15 min) (W)","idrac-9DQGPV3 - Total CPU Power (W, Total over last 15 min) (W)","idrac-BDQGPV3 - Total CPU Power (W, Total over last 15 min) (W)","idrac-CDQGPV3 - Total CPU Power (W, Total over last 15 min) (W)","idrac-DDQGPV3 - Total CPU Power (W, Total over last 15 min) (W)","idrac-FDQGPV3 - Total CPU Power (W, Total over last 15 min) (W)"
"2025-06-12T14:00:00-03:00","","","","","","554.484223","","","","522.910527","","","","","","479.018404","","","","","","552.258914","510.357894","493.281951",""
"2025-06-12T14:15:00-03:00","","","","","","565.473739","","","","532.523092","","","","","","470.754601","","","","","","550.490837","521.163158","499.383676",""
"2025-06-12T14:30:00-03:00","","","","","","568.311381","","","","540.295932","","","","","","452.732919","","","","","","551.847369","516.126509","499.133598",""
"2025-06-12T14:45:00-03:00","","","","","","583.399536","","","","536.312083","","","","","","443.237804","","","","","","555.572881","515.042547","498.463158",""
"2025-06-12T15:00:00-03:00","","","","","","585.342406","","","","537.005263","","","","","","454.185186","","","","","","556.026316","514.62654","497.226316",""
"2025-06-12T15:15:00-03:00","","","","","","514.178948","","","","550.663158","","","","","","500.343558","","","","","","556.284349","520.6","505.03277",""
"2025-06-12T15:30:00-03:00","","","","","","510.644916","","","","556.357894","","","","","","457.907976","","","","","","556.104712","516.881481","503.668421",""
"2025-06-12T15:45:00-03:00","","","","","","519.469947","","","","547.729622","","","","","","445.901234","","","","","","560.503166","516.773684","501.468421",""
"2025-06-12T16:00:00-03:00","","","","","","519.142106","","","","535.202773","","","","","","450.77439","","","","","","565.344753","521.357894","498.265623",""
"2025-06-12T16:15:00-03:00","","","","","","535.436842","","","","549.330904","","","","","","469.159509","","","","","","555.773684","529.279361","512.063158",""
"2025-06-12T16:30:00-03:00","","","","","","556.81579","","","","552.666654","","","","","","488.263803","","","","","","557.289473","521.708269","502.378948",""
"2025-06-12T16:45:00-03:00","","","","","","570.736842","","","","550.799302","","","","","","491.288343","","","","","","554.34183","520.32478","507.396731",""
"2025-06-12T17:00:00-03:00","","","","","","570.994737","","","","561.121052","","","","","","458.595092","","","","","","552.033378","521.057894","503.152631",""
"2025-06-12T17:15:00-03:00","","","","","","563.874318","","","","571.42328","","","","","","498.660493","","","","","","551.87386","526.199256","510.38421",""
"2025-06-12T17:30:00-03:00","","","","","","566.847369","","","","564.188482","","","","","","471.290123","","","","","","555.705263","520.037692","504.745467",""
"2025-06-12T17:45:00-03:00","","","","","","577.41579","","","","550.283709","","","","","","427.883436","","","","","","556.757894","524.963357","506.503923",""
"2025-06-12T18:00:00-03:00","","","","","","573.163158","","","","550.275178","","","","","","460.609756","","","","","","574.103989","522.18421","514.755283",""
"2025-06-12T18:15:00-03:00","","","","","","573.68421","","","","552.936842","","","","","","494.354038","","","","","","553.168969","526.458864","522.536842",""
"2025-06-12T18:30:00-03:00","","","","","","587.903601","","","","548.631579","","","","","","489.746913","","","","","","548.279837","522.889473","510.087036",""
"2025-06-12T18:45:00-03:00","","","","","","593.968587","","","","544.263158","","","","","","452.061729","","","","","","557.7","522.989418","521.936842",""
"2025-06-12T19:00:00-03:00","","","","","","588.193553","","","","538.473684","","","","","","465.635802","","","","","","555.202618","526.28421","529.439153",""
"2025-06-12T19:15:00-03:00","","","","","","586.54028","","","","533.157894","","","","","","488.347561","","","","","","558.862433","531.301496","517.721052",""
"2025-06-12T19:30:00-03:00","","","","","","590.269844","","","","537.2","","","","","","465.797546","","","","","","551.94709","526.048699","505.763158",""
"2025-06-12T19:45:00-03:00","","","","","","597.346962","","","","532.179058","","","","","","454.595092","","","","","","561.173684","527.904762","504.888889",""
"2025-06-12T20:00:00-03:00","","","","","","599.207089","","","","531.719577","","","","","","475.121951","","","","","","550.979861","533.442106","499.631579",""
"2025-06-12T20:15:00-03:00","","","","","","520.18421","","","","532.763158","","","","","","462.391304","","","","","","568.378948","545.542106","557.113254",""
"2025-06-12T20:30:00-03:00","","","","","","517.262744","","","","557.705263","","","","","","458.635802","","","","","","576.227114","545.194737","528.534624",""
"2025-06-12T20:45:00-03:00","","","","","","524.332962","","","","545.442106","","","","","","462.02454","","","","","","575.436842","548.793651","505.534392",""
"2025-06-12T21:00:00-03:00","","","","","","536.426316","","","","553.98421","","","","","","489.93865","","","","","","563.912826","550.263158","503.248678",""
"2025-06-12T21:15:00-03:00","","","","","","537.091238","","","","547.355938","","","","","","499.049382","","","","","","563.8","547.985596","502.757894",""
"2025-06-12T21:30:00-03:00","","","","","","551.319849","","","","571.305529","","","","","","515.648148","","","","","","557.8","534.731579","502.010582",""
"2025-06-12T21:45:00-03:00","","","","","","568.492063","","","","566.285819","","","","","","459.803681","","","","","","566.684817","534.396826","506.357894",""
"2025-06-12T22:00:00-03:00","","","","","","574.221052","","","","554.078948","","","","","","464.080247","","","","","","562.777289","536.057894","504.773684",""
"2025-06-12T22:15:00-03:00","","","","","","563.647369","","","","551.889473","","","","","","499.592592","","","","","","563.3","536.473989","497.809336",""
"2025-06-12T22:30:00-03:00","","","","","","576.145512","","","","551.826647","","","","","","486.693251","","","","","","563.006842","531.5","496.296297",""
"2025-06-12T22:45:00-03:00","","","","","","567.989473","","","","552.594737","","","","","","484.347561","","","","","","572.592592","529.08421","500.880507",""
"2025-06-12T23:00:00-03:00","","","","","","570.510527","","","","560.3","","","","","","493.384147","","","","","","564.51579","526.210527","500.978432",""
"2025-06-12T23:15:00-03:00","","","","","","579.457894","","","","558.378534","","","","","","495.196319","","","","","","561","525.885319","494.073571",""
"2025-06-12T23:30:00-03:00","","","","","","582.431579","","","","546.76638","","","","","","509.288343","","","","","","559.294737","527.268421","496.668421",""
"2025-06-12T23:45:00-03:00","","","","","","574.656084","","","","528.819823","","","","","","466.453988","","","","","","559.640211","531.81579","497.363158",""
"2025-06-13T00:00:00-03:00","","","","","","580.21579","","","","532.736842","","","","","","468.237804","","","","","","556.931579","528.767451","497.459806",""
"2025-06-13T00:15:00-03:00","","","","","","582.047369","","","","523.171397","","","","","","505.576687","","","","","","575.151474","540.073684","564.891893",""
"2025-06-13T00:30:00-03:00","","","","","","571.379446","","","","535.943306","","","","","","491.716049","","","","","","566.385008","530.131967","542.473684",""
"2025-06-13T00:45:00-03:00","","","","","","562.439791","","","","524.136543","","","","","","496.645962","","","","","","558.41579","523.952631","509.710527",""
"2025-06-13T01:00:00-03:00","","","","","","570.258847","","","","531.594737","","","","","","487","","","","","","556.389611","530.373684","501.48795",""
"2025-06-13T01:15:00-03:00","","","","","","564.311889","","","","534.942106","","","","","","481.294479","","","","","","561.423103","532.736842","511.973684",""
"2025-06-13T01:30:00-03:00","","","","","","563.842106","","","","531.078231","","","","","","434.851852","","","","","","557.42328","522.888889","517.305124",""
"2025-06-13T01:45:00-03:00","","","","","","565.978948","","","","517.241657","","","","","","428.521472","","","","","","552.978948","523.721052","509.557894",""
"2025-06-13T02:00:00-03:00","","","","","","566.41579","","","","519.273684","","","","","","432.171779","","","","","","557.1","525.501158","502.21579",""
"2025-06-13T02:15:00-03:00","","","","","","563.294737","","","","543.792009","","","","","","416.55625","","","","","","566.671958","528.471059","507.911662",""
"2025-06-13T02:30:00-03:00","","","","","","562.174318","","","","545.683116","","","","","","411.89441","","","","","","556.783069","524.526316","495.068421",""
"2025-06-13T02:45:00-03:00","","","","","","561.174602","","","","540.105263","","","","","","407.368098","","","","","","553.173684","527.070819","500.589833",""
"2025-06-13T03:00:00-03:00","","","","","","561.621052","","","","524.842106","","","","","","410.184049","","","","","","562.157894","527.649586","496.610527",""
"2025-06-13T03:15:00-03:00","","","","","","554.3","","","","527.449436","","","","","","432.546012","","","","","","557.163989","526.087629","498.18421",""
"2025-06-13T03:30:00-03:00","","","","","","559.510527","","","","518.211777","","","","","","421.329268","","","","","","557.157894","501.268882","497.426316",""
"2025-06-13T03:45:00-03:00","","","","","","559.052631","","","","506.864983","","","","","","409.341614","","","","","","554.43241","497.794737","496.630504",""
"2025-06-13T04:00:00-03:00","","","","","","557.131579","","","","497.564738","","","","","","418.743902","","","","","","562.710527","504.036842","498.75595",""
"2025-06-13T04:15:00-03:00","","","","","","553.11579","","","","500.751648","","","","","","407.372671","","","","","","569.223616","504.864068","500.430294",""
"2025-06-13T04:30:00-03:00","","","","","","560.463158","","","","493.130272","","","","","","437.878049","","","","","","571.359071","501.372969","508.594737",""
"2025-06-13T04:45:00-03:00","","","","","","566.03928","","","","493.057894","","","","","","442.693251","","","","","","581.624339","517.544973","542.466288",""
"2025-06-13T05:00:00-03:00","","","","","","556.410527","","","","490.8","","","","","","464.208589","","","","","","585.494737","496.153439","518.316578",""
"2025-06-13T05:15:00-03:00","","","","","","547.012621","","","","497.78421","","","","","","448.320988","","","","","","569.02892","497.805263","503.859561",""
"2025-06-13T05:30:00-03:00","","","","","","545.597883","","","","506.572549","","","","","","481.300613","","","","","","563.126468","503.136842","500.103784",""
"2025-06-13T05:45:00-03:00","","","","","","542.505263","","","","516.257894","","","","","","464.116564","","","","","","574.078948","501.731579","504.853178",""
"2025-06-13T06:00:00-03:00","","","","","","546.08421","","","","509.226316","","","","","","471.01227","","","","","","579.969","512.694737","499.426316",""
"2025-06-13T06:15:00-03:00","","","","","","544.11579","","","","514.452631","","","","","","463.539878","","","","","","568.347206","524.804684","499.031579",""
"2025-06-13T06:30:00-03:00","","","","","","543.521052","","","","493.952631","","","","","","457.160493","","","","","","569.254459","505.458688","502.947534",""
"2025-06-13T06:45:00-03:00","","","","","","539","","","","514.452631","","","","","","441.018519","","","","","","566.173684","504.52873","497.167264",""
"2025-06-13T07:00:00-03:00","","","","","","537.289473","","","","497.826316","","","","","","456.705521","","","","","","573.761904","503.778948","496.880457",""
"2025-06-13T07:15:00-03:00","","","","","","534.957894","","","","509.114876","","","","","","449.061729","","","","","","555.589473","506.283047","502.967792",""
"2025-06-13T07:30:00-03:00","","","","","","538.899779","","","","503.052631","","","","","","409.592592","","","","","","552.536842","501.073684","498.152631",""
"2025-06-13T07:45:00-03:00","","","","","","539.778948","","","","494.08421","","","","","","407.864198","","","","","","552.839668","513.610914","496.421052",""
"2025-06-13T08:00:00-03:00","","","","","","546.51579","","","","491.236842","","","","","","408.179012","","","","","","560.48863","505.021164","498.126984",""
"2025-06-13T08:15:00-03:00","","","","","","544.416313","","","","496.573684","","","","","","418.839507","","","","","","548.863158","518.589473","500.068421",""
"2025-06-13T08:30:00-03:00","","","","","","540.614746","","","","496.213546","","","","","","415.527608","","","","","","551.152631","504.829418","495.449736",""
"2025-06-13T08:45:00-03:00","","","","","","539.673376","","","","496.521052","","","","","","392.074534","","","","","","553.842909","502.41579","495.41579",""
"2025-06-13T09:00:00-03:00","","","","","","540.553263","","","","486.618532","","","","","","425.743902","","","","","","560.289473","506.163158","494.578948",""
"2025-06-13T09:15:00-03:00","","","","","","540.358918","","","","487.746693","","","","","","443.253087","","","","","","546.805263","569.843787","490.718837",""
"2025-06-13T09:30:00-03:00","","","","","","537.017586","","","","493.272351","","","","","","432.97546","","","","","","540.777922","529.583389","491.636842",""
"2025-06-13T09:45:00-03:00","","","","","","534.000092","","","","496.552631","","","","","","420.888889","","","","","","536.836842","496.573736","481.365079",""
"2025-06-13T10:00:00-03:00","","","","","","499.068063","","","","502.142106","","","","","","457.664634","","","","","","542.963158","499.518809","481.889473",""
"2025-06-13T10:15:00-03:00","","","","","","462.768779","","","","504.942106","","","","","","452.179012","","","","","","533.452631","491.894737","485.46539",""
"2025-06-13T10:30:00-03:00","","","","","","477.642106","","","","510.278948","","","","","","465.938271","","","","","","538.233961","484.473684","481.944554",""
"2025-06-13T10:45:00-03:00","","","","","","490.81579","","","","505.178948","","","","","","459.382716","","","","","","534.391534","486.660388","485.073684",""
"2025-06-13T11:00:00-03:00","","","","","","507.389473","","","","501.221052","","","","","","496.012121","","","","","","542.168421","487.852631","482.236842",""
"2025-06-13T11:15:00-03:00","","","","","","517.589473","","","","498.294737","","","","","","473.042944","","","","","","558.089887","494.942106","501.994737",""
"2025-06-13T11:30:00-03:00","","","","","","536.452631","","","","491.462276","","","","","","514.64375","","","","","","541.653104","491.042106","483.261752",""
"2025-06-13T11:45:00-03:00","","","","","","549.389473","","","","493.757894","","","","","","446.358024","","","","","","536.61579","494.526538","483.785588",""
"2025-06-13T12:00:00-03:00","","","","","","551.689473","","","","495.68421","","","","","","468.779141","","","","","","541.898512","497.426316","480.648092",""
"2025-06-13T12:15:00-03:00","","","","","","551.2","","","","506.428571","","","","","","466.358024","","","","","","530.820519","508.791718","483.526316",""
"2025-06-13T12:30:00-03:00","","","","","","557.342106","","","","499.031579","","","","","","475.263803","","","","","","537.48421","505.51579","483.236842",""
"2025-06-13T12:45:00-03:00","","","","","","557.137567","","","","503.78836","","","","","","481.54321","","","","","","532.531331","507.54482","481.848614",""
"2025-06-13T13:00:00-03:00","","","","","","560.847369","","","","506.557894","","","","","","478.766871","","","","","","540.818586","513.121052","480.973684",""
"2025-06-13T13:15:00-03:00","","","","","","560.399197","","","","509.826316","","","","","","487.31677","","","","","","538.089473","519.3059","483.215651",""
"2025-06-13T13:30:00-03:00","","","","","","565.278948","","","","506.842106","","","","","","485.552148","","","","","","536.639212","516.284324","484.342106",""
"2025-06-13T13:45:00-03:00","","","","","","563.036842","","","","521.036842","","","","","","484.877301","","","","","","532.18421","513.543602","484.544973",""
"2025-06-13T14:00:00-03:00","","","","","","565.452631","","","","522.178948","","","","","","492.969136","","","","","","538.873684","514.242106","481.436842",""
"2025-06-13T14:15:00-03:00","","","","","","568.463158","","","","525.194737","","","","","","492.82716","","","","","","536.815124","528.278948","481.557894",""
"2025-06-13T14:30:00-03:00","","","","","","574.22349","","","","524.14313","","","","","","484.325153","","","","","","540.163158","521.359363","483.073684",""
"2025-06-13T14:45:00-03:00","","","","","","572.080123","","","","544.726316","","","","","","479.213414","","","","","","533.1","524.005263","481.631967",""
"2025-06-13T15:00:00-03:00","","","","","","578.8","","","","550.694737","","","","","","459.5","","","","","","538.500527","529.394764","485.705263",""
"2025-06-13T15:15:00-03:00","","","","","","586.08421","","","","539.63191","","","","","","479.288343","","","","","","531.497371","535.410527","483.040769",""
"2025-06-13T15:30:00-03:00","","","","","","587.11579","","","","541.919539","","","","","","464.509202","","","","","","540.547369","531.91838","485.51579",""
"2025-06-13T15:45:00-03:00","","","","","","594.231579","","","","547.673684","","","","","","451.98773","","","","","","535.581828","530.025887","486.142106",""
"2025-06-13T16:00:00-03:00","","","","","","585.752631","","","","554.888344","","","","","","452.37037","","","","","","539.437601","535.289473","482.863906",""
"2025-06-13T16:15:00-03:00","","","","","","584.746067","","","","543.371143","","","","","","455.237804","","","","","","540.323356","542.744971","485.194737",""
"2025-06-13T16:30:00-03:00","","","","","","586.926316","","","","547.284666","","","","","","456.858896","","","","","","543.132583","539.956552","487.51579",""
"2025-06-13T16:45:00-03:00","","","","","","583.152631","","","","545.675182","","","","","","459.141976","","","","","","536.455728","541.194737","484.126482",""
"2025-06-13T17:00:00-03:00","","","","","","582.347369","","","","553.647369","","","","","","475.256098","","","","","","541.163158","535.190477","484.942771",""
"2025-06-13T17:15:00-03:00","","","","","","579.93867","","","","564.826316","","","","","","475.907408","","","","","","542.248227","536.4","485.38421",""
"2025-06-13T17:30:00-03:00","","","","","","582.089473","","","","566.057894","","","","","","477.54878","","","","","","550.836842","531.207369","493.515101",""
"2025-06-13T17:45:00-03:00","","","","","","581.457894","","","","543.563158","","","","","","466.117284","","","","","","538.873684","532.627407","491.897448",""
"2025-06-13T18:00:00-03:00","","","","","","582.48421","","","","541.926316","","","","","","470.217391","","","","","","562.984127","531.666667","496.663158",""
"2025-06-13T18:15:00-03:00","","","","","","581.021052","","","","543.436842","","","","","","464.777778","","","","","","541.968421","534.026456","481.342106",""
"2025-06-13T18:30:00-03:00","","","","","","575.131579","","","","555.6","","","","","","476.233129","","","","","","540.499833","537.136842","487.952631",""
"2025-06-13T18:45:00-03:00","","","","","","569.147369","","","","546.503664","","","","","","440.708074","","","","","","533.963158","537.712759","487.720803",""
"2025-06-13T19:00:00-03:00","","","","","","584.612566","","","","551.681598","","","","","","435.554878","","","","","","539.568421","532.945857","488.810527",""
"2025-06-13T19:15:00-03:00","","","","","","559.850592","","","","542.168421","","","","","","485.390244","","","","","","549.744172","544.505263","483.637751",""
"2025-06-13T19:30:00-03:00","","","","","","508.673684","","","","536.936842","","","","","","457.166667","","","","","","542.50918","537.347369","485.329672",""
"2025-06-13T19:45:00-03:00","","","","","","511.110527","","","","541.779774","","","","","","430.635802","","","","","","535.734259","540.991302","486.026316",""
"2025-06-13T20:00:00-03:00","","","","","","500.481481","","","","549.684711","","","","","","432.341614","","","","","","542.357894","543.878307","490.804233",""
"2025-06-13T20:15:00-03:00","","","","","","527.790576","","","","541.228716","","","","","","443.466258","","","","","","566.570304","555.531579","501.626316",""
"2025-06-13T20:30:00-03:00","","","","","","545.967319","","","","543.734182","","","","","","458.555556","","","","","","552.278948","548.365079","497.31218",""
"2025-06-13T20:45:00-03:00","","","","","","557.189473","","","","553.218503","","","","","","545.234568","","","","","","543.627784","545.957894","488.401643",""
"2025-06-13T21:00:00-03:00","","","","","","576.744448","","","","555.624181","","","","","","488.12963","","","","","","547.935224","537.33662","495.831579",""
"2025-06-13T21:15:00-03:00","","","","","","569.724971","","","","539.92997","","","","","","509.184049","","","","","","557.252291","533.31579","497.442106",""
"2025-06-13T21:30:00-03:00","","","","","","570.531579","","","","560.962984","","","","","","532.282209","","","","","","542.152631","529.846561","489.90759",""
"2025-06-13T21:45:00-03:00","","","","","","578.742106","","","","557.789279","","","","","","531.736197","","","","","","547.221856","533.521052","496.174603",""
"2025-06-13T22:00:00-03:00","","","","","","572.047369","","","","555.057894","","","","","","530.06135","","","","","","548.778948","535","497.942106",""
"2025-06-13T22:15:00-03:00","","","","","","574.864122","","","","549.68421","","","","","","515.530864","","","","","","549.888889","532.173684","492.726316",""
"2025-06-13T22:30:00-03:00","","","","","","595.820106","","","","559.714128","","","","","","502.932516","","","","","","552.730159","529.468421","493.72342",""
"2025-06-13T22:45:00-03:00","","","","","","581.721052","","","","550.321052","","","","","","502.196319","","","","","","540.226316","520.520777","497.368421",""
"2025-06-13T23:00:00-03:00","","","","","","576.752467","","","","540.9","","","","","","518.527608","","","","","","546.068421","516.023669","498.494076",""
"2025-06-13T23:15:00-03:00","","","","","","576.167118","","","","548.622513","","","","","","503.530864","","","","","","549.858997","491.560333","492.775101",""
"2025-06-13T23:30:00-03:00","","","","","","571.518324","","","","560.165563","","","","","","507.638037","","","","","","543.836958","487.809217","494.047369",""
"2025-06-13T23:45:00-03:00","","","","","","564.413254","","","","536.437713","","","","","","503.770187","","","","","","534.978089","488.867417","488.726316",""
"2025-06-14T00:00:00-03:00","","","","","","571.078948","","","","528.947369","","","","","","494.853659","","","","","","550.542106","496.51579","495.946211",""
"2025-06-14T00:15:00-03:00","","","","","","573.089889","","","","521.794737","","","","","","490.909091","","","","","","555.27509","503.992189","494.920487",""
"2025-06-14T00:30:00-03:00","","","","","","564.594737","","","","511.920391","","","","","","553.554878","","","","","","549.33829","500.120419","492.289473",""
"2025-06-14T00:45:00-03:00","","","","","","568.086883","","","","516.957894","","","","","","547.530864","","","","","","537.642106","495.52695","490.164681",""
"2025-06-14T01:00:00-03:00","","","","","","568.258352","","","","522.867724","","","","","","569.937888","","","","","","545.940534","496.312169","489.678948",""
"2025-06-14T01:15:00-03:00","","","","","","569.2","","","","532.389473","","","","","","582.432099","","","","","","558.562844","495.68059","514.940728",""
"2025-06-14T01:30:00-03:00","","","","","","565.721052","","","","524.057894","","","","","","520.282209","","","","","","542.375661","490.273684","515.889742",""
"2025-06-14T01:45:00-03:00","","","","","","567.357894","","","","516.357894","","","","","","485.546012","","","","","","535.331579","488.359789","506.59942",""
"2025-06-14T02:00:00-03:00","","","","","","567.572554","","","","521.578948","","","","","","483.147239","","","","","","545.01579","481.88421","501.457894",""
"2025-06-14T02:15:00-03:00","","","","","","567.013469","","","","551.4","","","","","","477.049382","","","","","","556.29482","487.53097","488.28903",""
"2025-06-14T02:30:00-03:00","","","","","","561.900071","","","","525.91579","","","","","","477.876543","","","","","","540.41579","471.3","488.631579",""
"2025-06-14T02:45:00-03:00","","","","","","565.463158","","","","516.557894","","","","","","486.060976","","","","","","538.682806","475.127226","492.563158",""
"2025-06-14T03:00:00-03:00","","","","","","561","","","","508.942106","","","","","","470.52795","","","","","","545.322947","475.299096","487.897701",""
"2025-06-14T03:15:00-03:00","","","","","","553.01579","","","","516.931579","","","","","","444.388889","","","","","","548.275384","478.901574","488.805263",""
"2025-06-14T03:30:00-03:00","","","","","","557.084656","","","","500.736842","","","","","","435.754601","","","","","","538.509393","484.163158","491.436842",""
"2025-06-14T03:45:00-03:00","","","","","","553.094737","","","","502.352631","","","","","","444.141976","","","","","","545.589473","483.698412","489.494737",""
"2025-06-14T04:00:00-03:00","","","","","","553.238597","","","","505.052631","","","","","","353.453417","","","","","","550.455734","492.431579","494.234183",""
"2025-06-14T04:15:00-03:00","","","","","","547.7","","","","527.403417","","","","","","335.588957","","","","","","550.194737","497.15873","489.963158",""
"2025-06-14T04:30:00-03:00","","","","","","556.194737","","","","510.970544","","","","","","342.283951","","","","","","553.578948","504.677249","496.52381",""
"2025-06-14T04:45:00-03:00","","","","","","556.378948","","","","512.521052","","","","","","358.160493","","","","","","558.745152","513.473684","509.305263",""
"2025-06-14T05:00:00-03:00","","","","","","557.542106","","","","517.494874","","","","","","361.184049","","","","","","560.319711","470.336842","511.557894",""
"2025-06-14T05:15:00-03:00","","","","","","547.629169","","","","520.473684","","","","","","355.796297","","","","","","558.58421","466.301773","495.023989",""
"2025-06-14T05:30:00-03:00","","","","","","543.31579","","","","516.510333","","","","","","361.740741","","","","","","551.495206","460.863158","491.505263",""
"2025-06-14T05:45:00-03:00","","","","","","543.556627","","","","519.39216","","","","","","379.484662","","","","","","560.20787","468.58421","495.621052",""
"2025-06-14T06:00:00-03:00","","","","","","548.652631","","","","518","","","","","","363.228396","","","","","","560.542106","480.350443","496.223147",""
"2025-06-14T06:15:00-03:00","","","","","","500.826316","","","","538.810527","","","","","","432.804878","","","","","","564.110527","498.573684","494.896457",""
"2025-06-14T06:30:00-03:00","","","","","","459.952631","","","","501.657894","","","","","","469.185186","","","","","","555.721634","473.766178","498.131034",""
"2025-06-14T06:45:00-03:00","","","","","","459.497382","","","","519.78534","","","","","","468.598766","","","","","","554.668421","475.426316","491.430006",""
"2025-06-14T07:00:00-03:00","","","","","","468.060196","","","","503.051502","","","","","","437.884147","","","","","","562.045623","479.920634","494.297",""
"2025-06-14T07:15:00-03:00","","","","","","506.631896","","","","520.557894","","","","","","416.216049","","","","","","560.468421","483.852631","495.673684",""
"2025-06-14T07:30:00-03:00","","","","","","519.668421","","","","494.647369","","","","","","412.638037","","","","","","542.444444","478.624339","494.273684",""
"2025-06-14T07:45:00-03:00","","","","","","535.166676","","","","491.105263","","","","","","442.91358","","","","","","545.689473","490.757894","497.543546",""
"2025-06-14T08:00:00-03:00","","","","","","553.61579","","","","519.607881","","","","","","421.907976","","","","","","546.380573","481.652631","492.642106",""
"2025-06-14T08:15:00-03:00","","","","","","569.194737","","","","524.359203","","","","","","450.149068","","","","","","549.665161","486.698172","493.0718",""
"2025-06-14T08:30:00-03:00","","","","","","571.963158","","","","499.588268","","","","","","446.213414","","","","","","538.447369","480.494737","487.9",""
"2025-06-14T08:45:00-03:00","","","","","","569.957894","","","","512.992609","","","","","","429.708074","","","","","","537.447369","476.416203","486.11",""
"2025-06-14T09:00:00-03:00","","","","","","577.9","","","","488.194698","","","","","","394.420732","","","","","","543.205263","484.028357","486.536842",""
"2025-06-14T09:15:00-03:00","","","","","","573.9","","","","500.021052","","","","","","389.638037","","","","","","542.673684","487.642254","484.91579",""
"2025-06-14T09:30:00-03:00","","","","","","577.07801","","","","490.657894","","","","","","432.913043","","","","","","536.110527","498.768421","481.357894",""
"2025-06-14T09:45:00-03:00","","","","","","566.758306","","","","492.768421","","","","","","458.689441","","","","","","535.937423","526.747479","473.88421",""
"2025-06-14T10:00:00-03:00","","","","","","554.252631","","","","493.678948","","","","","","420.705521","","","","","","539.436842","476.71072","474.936232",""
"2025-06-14T10:15:00-03:00","","","","","","486.773684","","","","515.589942","","","","","","414.07362","","","","","","537.331579","482.189473","477.772487",""
"2025-06-14T10:30:00-03:00","","","","","","501.751557","","","","515.887316","","","","","","424.165644","","","","","","529.080692","472.207258","472.421052",""
"2025-06-14T10:45:00-03:00","","","","","","514.920166","","","","496.242106","","","","","","400","","","","","","532.995161","473.752631","473.465374",""
"2025-06-14T11:00:00-03:00","","","","","","529.989111","","","","494.97509","","","","","","407.404908","","","","","","535.005263","491.250013","477.863158",""
"2025-06-14T11:15:00-03:00","","","","","","541.764341","","","","503.431448","","","","","","414.533742","","","","","","541.32108","486.569737","493.036122",""
"2025-06-14T11:30:00-03:00","","","","","","562.99876","","","","496.647369","","","","","","431.04321","","","","","","530.342106","485.102999","474.88421",""
"2025-06-14T11:45:00-03:00","","","","","","575.526316","","","","487.373684","","","","","","465.067901","","","","","","534.526316","483.21579","475.546759",""
"2025-06-14T12:00:00-03:00","","","","","","578.752631","","","","486.81579","","","","","","425.742331","","","","","","532.660664","485.336208","477.226316",""
"2025-06-14T12:15:00-03:00","","","","","","576.436842","","","","497.189473","","","","","","393.159509","","","","","","531.526316","499.412296","474.801191",""
"2025-06-14T12:30:00-03:00","","","","","","578.468421","","","","500.636842","","","","","","385.277778","","","","","","529.789473","492.057894","478.710527",""
"2025-06-14T12:45:00-03:00","","","","","","577.568421","","","","484.168421","","","","","","407.06135","","","","","","534.28421","493.54241","474.747369",""
"2025-06-14T13:00:00-03:00","","","","","","581.094737","","","","489.531579","","","","","","424.957317","","","","","","532.813007","500.094737","474.1",""
"2025-06-14T13:15:00-03:00","","","","","","579.773684","","","","503.610113","","","","","","420.644172","","","","","","534.491168","508.247369","479.216931",""
"2025-06-14T13:30:00-03:00","","","","","","580.626316","","","","505.134084","","","","","","444.833333","","","","","","533.428901","503.869033","476.231579",""
"2025-06-14T13:45:00-03:00","","","","","","581.036842","","","","496.854106","","","","","","412.737804","","","","","","533.363158","504.98421","479.489473",""
"2025-06-14T14:00:00-03:00","","","","","","581.7","","","","498.936842","","","","","","431.645962","","","","","","532.705263","510.428571","473.778948",""
"2025-06-14T14:15:00-03:00","","","","","","581.303684","","","","512.336842","","","","","","435.061729","","","","","","530.431579","517.831579","474.785983",""
"2025-06-14T14:30:00-03:00","","","","","","583.183246","","","","515.357784","","","","","","413.858896","","","","","","531.894737","511.183324","474.11579",""
